ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile,ArticleTitle.1
Henri_Becquerel,What is the SI unit for radioactivity called?,becquerel,medium,medium,S10_set4_a9,Henri_Becquerel
Henri_Becquerel,"When Becquerel discovered radioactivity, whose work did he investigate?",wilhelm conrad rntgen,hard,hard,S10_set4_a9,Henri_Becquerel
Henri_Becquerel,Where are there craters named Becquerel?,moon and mars,hard,hard,S10_set4_a9,Henri_Becquerel
Henri_Becquerel,Why did Bequerel win the Nobel Prize in Physics?,discovery of spontaneous radioactivity,hard,hard,S10_set4_a9,Henri_Becquerel
Isaac_Newton,Was Isaac Newton British?,yes,easy,medium,S10_set4_a1,Isaac_Newton
Isaac_Newton,Was Isaac Newton religious?,it is not clear,easy,too hard,S10_set4_a1,Isaac_Newton
Isaac_Newton,Did Isaac Newton die in 1898?,no,easy,easy,S10_set4_a1,Isaac_Newton
Isaac_Newton,Where was Isaac Newton born?,at woolsthorpe manor in woosthorpe-by-colsterworth,medium,medium,S10_set4_a1,Isaac_Newton
Isaac_Newton,Who shares credit with Isaac Newton for developing calculus?,gottfried leibniz,medium,medium,S10_set4_a1,Isaac_Newton
Isaac_Newton,When did Isaac Newton discover the generalized binomial theorem?,in 1665,medium,medium,S10_set4_a1,Isaac_Newton
Isaac_Newton,Did the Occult influence Newton's theory of gravitation?,yes,hard,hard,S10_set4_a1,Isaac_Newton
Isaac_Newton,Were Newton's religious views consistent with Anglicanism?,no,hard,hard,S10_set4_a1,Isaac_Newton
Isaac_Newton,Which fruit inspired Isaac Newton's theory of gravitation?,the apple,hard,medium,S10_set4_a1,Isaac_Newton
Isaac_Newton,Was Sir Isaac Newton an English physicist and mathematician?,yes,easy,easy,S10_set4_a1,Isaac_Newton
Isaac_Newton,Did he build the first practical reflecting telescope?,yes,easy,easy,S10_set4_a1,Isaac_Newton
Isaac_Newton,"Was Isaac Newton educated at The King's Schol, Grantham?",yes,easy,easy,S10_set4_a1,Isaac_Newton
Isaac_Newton,When was the Principia published?,1687,medium,medium,S10_set4_a1,Isaac_Newton
Isaac_Newton,Where is there a Newton statue on display?,oxford university museum of natural history ,medium,medium,S10_set4_a1,Isaac_Newton
Isaac_Newton,Where was Isaac Newton buried?,westminster abbey,hard,medium,S10_set4_a1,Isaac_Newton
Isaac_Newton,What religion did Isaac Newton follow?,he never made a public declaration of his private faith,hard,too hard,S10_set4_a1,Isaac_Newton
Isaac_Newton,What food gave Isaac Newton clues to his theory of gravity?,apple,hard,hard,S10_set4_a1,Isaac_Newton
Jackson_Pollock,Who was a farmer and later a land surveyor for the government?, leroy pollock was a farmer and later a land surveyor for the government,,medium,S10_set6_a9,Jackson_Pollock
Jackson_Pollock,"Regarding this topic, what did David Alfaro Siqueiros do?",pollock was introduced to the use of liquid paint in 1936 at an experimental workshop operated in new york city by the mexican muralist david alfaro siqueiros,,easy,S10_set6_a9,Jackson_Pollock
Jackson_Pollock,"Who used hardened brushes, sticks,?","jackson pollock used hardened brushes, sticks",,medium,S10_set6_a9,Jackson_Pollock
Jackson_Pollock,When were his papers donated by Lee Krasner?,in 1983,,medium,S10_set6_a9,Jackson_Pollock
Jackson_Pollock,Did Free Jazz feature a Pollock painting as its cover artwork?,yes,,easy,S10_set6_a9,Jackson_Pollock
Jackson_Pollock,Was Paul Jackson Pollock an influential American painter as well as a major figure in the abstract expressionist movement?,"yes, pollock was an influential american painter and a major figure in the abstract expressionist movement",,easy,S10_set6_a9,Jackson_Pollock
Jackson_Pollock,Give an example of the origins of the term action painting. ,pollock's technique of pouring and dripping paint is thought to be one of the origins of the term action painting,,medium,S10_set6_a9,Jackson_Pollock
Jackson_Pollock,"During his lifetime, did Pollock enjoy considerable fame and notoriety?",yes,,easy,S10_set6_a9,Jackson_Pollock
Jackson_Pollock,Was he regarded as a mostly reclusive artist?,"yes, he was regarded as a mostly reclusive artist ",,easy,S10_set6_a9,Jackson_Pollock
Jakarta,Is the Wisma building the tallest building in Indonesia?,yes,easy,medium,S10_set3_a5,Jakarta
Jakarta,is there a chinese community in jakarta?,yes,easy,medium,S10_set3_a5,Jakarta
Jakarta,Is Jakarta the 12th largest city in the world?,yes,easy,medium,S10_set3_a5,Jakarta
Jakarta,What is the capital of Indonesia?,jakarta,medium,easy,S10_set3_a5,Jakarta
Jakarta,What is the official name of Jakarta?,daerah khusus ibukota jakarta,medium,easy,S10_set3_a5,Jakarta
Jakarta,How is the climate in the city?,jakarta has a hot and humid equatorial/tropical climate ,medium,medium,S10_set3_a5,Jakarta
Jakarta,Where does the name of the city Jakarta come from?,"the name jakarta is derived from the sanskrit word ""jayakarta""",hard,medium,S10_set3_a5,Jakarta
Jakarta,How is the city's governor chosen?,election,hard,hard,S10_set3_a5,Jakarta
Jakarta,Why does Jakarta suffer frequent flooding?,because it is located approximately eight meters above the sea level,hard,hard,S10_set3_a5,Jakarta
Jakarta,Is the the biggest university in Jakarta the University of Indonesia,yes,easy,easy,S10_set3_a5,Jakarta
Jakarta,Is Jakarta a city,yes,easy,easy,S10_set3_a5,Jakarta
Jakarta,Is the most important river the Ciliwung River,yes,easy,easy,S10_set3_a5,Jakarta
Jakarta,Where is Jakarta located,northwest coast of java,medium,medium,S10_set3_a5,Jakarta
Jakarta,Who created Monas Park,general herman willem deandels,medium,medium,S10_set3_a5,Jakarta
Jakarta,Do mikrolets travel on the main roads?,no,hard,medium,S10_set3_a5,Jakarta
Jakarta,What contributes to frequent flooding in Jakarta,"jakarta lies on a plain eight meters, approximately eight meters above the sea level",hard,medium,S10_set3_a5,Jakarta
Jakarta,Did the economy improve in Jakarta in 2007,yes,hard,hard,S10_set3_a5,Jakarta
Jakarta,"In AD 39, King Purnawarman established Sunda Pura as a new capital city for the kingdom, located at the northern coast of where?",java,,medium,S10_set3_a5,Jakarta
Jakarta,"In 1602, the British East India Company's first voyage, commanded by Sir who, arrived in Aceh and sailed on to Banten where they were allowed to build a trading post?",james lancaster,,medium,S10_set3_a5,Jakarta
Jakarta,Who began control of migration to the city in order to stem the overcrowding and poverty?,lieutenant general ali sadikin began control of migration to the city in order to stem the overcrowding and poverty,,hard,S10_set3_a5,Jakarta
Jakarta,Did Jayawikarta's soldiers attack the Dutch fortress?,yes,,easy,S10_set3_a5,Jakarta
Jakarta,Did Suharto resign as president?,yes,,easy,S10_set3_a5,Jakarta
Jakarta,Was the Jakarta area part of the fourth century Indianized kingdom of Tarumanagara?,yes,,easy,S10_set3_a5,Jakarta
Jakarta,Do other landmarks include the Istiqlal Mosque as well as Jakarta Cathedral?,yes,,easy,S10_set3_a5,Jakarta
Jakarta,Give an example of the many Sukarno era monuments in the city. ,the west irian liberation statue is one of the many sukarno era monuments in the city ,,medium,S10_set3_a5,Jakarta
Jakarta,"Is Jakarta the country's economic, cultural and political center?",yes,,easy,S10_set3_a5,Jakarta
James_Watt,Is James Watt French?,"no, he was scottish",easy,easy,S10_set4_a2,James_Watt
James_Watt,Did James Watt improve an engine?,"yes, his improvements to the newcomen steam engine were fundamental to the changes brought by the industrial revolution",easy,easy,S10_set4_a2,James_Watt
James_Watt,Is there a statue of Watt in the White House?,"no, a colossal statue of watt by chantrey was placed in westminster abbey, and later was moved to st paul's cathedral",easy,easy,S10_set4_a2,James_Watt
James_Watt,What was James Watt's father's job?,"his father was a shipwright, ship owner and contractor, and served as the town's chief baillie",medium,hard,S10_set4_a2,James_Watt
James_Watt,When did Watt retire?,in 1800,medium,medium,S10_set4_a2,James_Watt
James_Watt,Where is the James Watt Memorial College?,in greenock,medium,medium,S10_set4_a2,James_Watt
James_Watt,Why is the watt named after Watt?,the watt is named after him for his contributions to the development of the steam engine,hard,medium,S10_set4_a2,James_Watt
James_Watt,Where did Watt attend university?,watt did not attend school regularly,hard,too hard,S10_set4_a2,James_Watt
James_Watt,What did he invent?,"he invented a new method of measuring distances by telescope, a device for copying letters, improvements in the oil lamp, a steam mangle and a machine for copying sculptures",hard,medium,S10_set4_a2,James_Watt
Koala,What happened in the early 20th century?,the koalas of south australia were largely exterminated,,medium,S10_set1_a3,Koala
Koala,Do Koalas have a slow metabolism?,yes,,easy,S10_set1_a3,Koala
Koala,Did eucalypt forests grow in the place of rainforests?,"yes, the koala did not specialise in a diet of eucalyptus until the climate cooled and eucalypt forests grew in the place of rainforests",,easy,S10_set1_a3,Koala
Koala,Does the koala fill the same ecological role as the sloth of South America?,the koala fills the same ecological role as the sloth of south america,,easy,S10_set1_a3,Koala
Koala,Is the long term viability of the koala therefore threatened by genetic weakness?,the long term viability of the koala is therefore threatened by genetic weakness,,easy,S10_set1_a3,Koala
Koala,"Is the koala found in coastal regions of eastern and southern Australia, from near Adelaide to the southern part of Cape York Peninsula?",yes,,easy,S10_set1_a3,Koala
Koala,Do populations also extend for considerable distances inland in regions with enough moisture to support suitable woodlands?,populations also extend for considerable distances inland in regions with enough moisture to support suitable woodlands,,easy,S10_set1_a3,Koala
Koala,"Were the koalas of South Australia largely exterminated during the early part of the 20th century, but the state has since been repopulated with Victorian stock?","the koalas of south australia were largely exterminated during the early part of the 20th century, but the state has since been repopulated with victorian stock",,easy,S10_set1_a3,Koala
Korean_language,Is Korean the official language of Korea?,yes,easy,easy,S10_set5_a6,Korean_language
Korean_language,"Is the word ""Korean"" derived from Goryeo?",yes,easy,easy,S10_set5_a6,Korean_language
Korean_language,Are all dialects of Korean similar to each other?,yes,easy,easy,S10_set5_a6,Korean_language
Korean_language,About how many Koreans speakers are there?,78 million,medium,medium,S10_set5_a6,Korean_language
Korean_language,"Older English sources used the name ""Korean"" to refer to what?","language, country, and people",medium,medium,S10_set5_a6,Korean_language
Korean_language,What is the official language of North Korea?,korean,medium,medium,S10_set5_a6,Korean_language
Korean_language,Why may English translation of Koreans adjectives misleadingly suggest that they are verbs?,english does not have an identical grammatical category,hard,hard,S10_set5_a6,Korean_language
Korean_language,Where do the majority of loanwords other than Sino-Korean come from?,modern times,hard,medium,S10_set5_a6,Korean_language
Korean_language,How many Korean speakers are there?,there are about 78 million korean speakers,easy,easy,S10_set5_a6,Korean_language
Korean_language,How many parts of speech does the Korean language contain?,the korean language contains nine parts of speech ,easy,too easy,S10_set5_a6,Korean_language
Korean_language,How many verb paradigms are there in Korean?,there are seven verb paradigms or speech levels in korean,easy,easy,S10_set5_a6,Korean_language
Korean_language,What is the Sino-Korean system of numbers based on?,the sino-korean system is nearly entirely based on the chinese numerals,medium,easy,S10_set5_a6,Korean_language
Korean_language,What is another term for Korean adjectives?,"adjectives are also known as ""descriptive verbs"" or ""stative verbs""",medium,medium,S10_set5_a6,Korean_language
Korean_language,Is modern Korean written in columns or rows?,it is written in rows,medium,hard,S10_set5_a6,Korean_language
Korean_language,What percentage of the Korean language does Jeong Jae-do estimate to be Sino-Korean?,sino-korean makes up 30% of the korean language,hard,too hard,S10_set5_a6,Korean_language
Korean_language,Do Chinese and Japanese have spaces between words?,"no, chinese and japanese do not have spaces between words",hard,medium,S10_set5_a6,Korean_language
Korean_language,From which languages is Korean descended?,"korean is descended from old korean, middle korean and modern korean",hard,easy,S10_set5_a6,Korean_language
Korean_language,Are there seven verb paradigms or speech levels in Korean?,yes,,easy,S10_set5_a6,Korean_language
Korean_language,Is Modern Korean written with spaces between words?,yes,,easy,S10_set5_a6,Korean_language
Korean_language,Are the Korean names for the language based on the names for Korea used in North as well as South Korea?,yes,,easy,S10_set5_a6,Korean_language
Korean_language,Is it not also one of the two official languages of the Yanbian Korean Autonomous Prefecture in China?,yes,,easy,S10_set5_a6,Korean_language
Korean_language,Is the dialect spoken in Jeju located in fact classified as a different language by all Korean linguists?,the dialect spoken in jeju is in fact classified as a different language by some korean linguists,,hard,S10_set5_a6,Korean_language
Korean_language,Is it also one of the two official languages in the Yanbian Korean Autonomous Prefecture in China?,yes,,easy,S10_set5_a6,Korean_language
Kuala_Lumpur,Is Kuala Lumpur the capitol of Malaysia? disfluent,yes,easy,easy,S10_set3_a3,Kuala_Lumpur
Kuala_Lumpur,Is Kuala Lumpur in the Selangor state?,yes,easy,medium,S10_set3_a3,Kuala_Lumpur
Kuala_Lumpur,What's the population of Kuala lumpur?,16 million,easy,easy,S10_set3_a3,Kuala_Lumpur
Kuala_Lumpur,What language do they speak in Kuala Lumpur?,bahasa melayu,medium,medium,S10_set3_a3,Kuala_Lumpur
Kuala_Lumpur,"What does the name ""Kuala Lumpur"" mean?","""muddy confluence,"" ""muddy estuary,"" and ""muddy city""",medium,medium,S10_set3_a3,Kuala_Lumpur
Kuala_Lumpur,What airports does Kuala Lumpur have?,kuala lumpur international airport and subang international airport,medium,medium,S10_set3_a3,Kuala_Lumpur
Kuala_Lumpur,How long was Kuala Lumpur occupied by the Japanese?,42 months,hard,hard,S10_set3_a3,Kuala_Lumpur
Kuala_Lumpur,How many seasons does Kuala Lumpur experience?,1,hard,too hard,S10_set3_a3,Kuala_Lumpur
Kuala_Lumpur,When were the colonial buildings in Kuala Lumpur constructed?,toward the end of the 19th and early 20th centuries,hard,medium,S10_set3_a3,Kuala_Lumpur
Kuala_Lumpur,Is it a host city for the Formula One World Championship?,yes,easy,medium,S10_set3_a3,Kuala_Lumpur
Kuala_Lumpur,is the central market located in the proximity of the pertama complex?,no,easy,easy,S10_set3_a3,Kuala_Lumpur
Kuala_Lumpur,is it home to the parliament of malaysia?,yes,easy,medium,S10_set3_a3,Kuala_Lumpur
Kuala_Lumpur,when did kuala lumpur become a federal territory of malaysia?,"february 1, 1974",medium,medium,S10_set3_a3,Kuala_Lumpur
Kuala_Lumpur,What is the city's population?,16 million,medium,medium,S10_set3_a3,Kuala_Lumpur
Kuala_Lumpur,What is the official religion in the country?,islam,medium,medium,S10_set3_a3,Kuala_Lumpur
Kuala_Lumpur,Is there a more industrialized region in malaysia?,no,hard,medium,S10_set3_a3,Kuala_Lumpur
Kuala_Lumpur,"after the 2008 elections, what party had the most parliament seats?",dap,hard,hard,S10_set3_a3,Kuala_Lumpur
Kuala_Lumpur,what is the name of the event that draws the worlds top riders to malaysia?,kl grand prix csi 5*,hard,hard,S10_set3_a3,Kuala_Lumpur
Leonardo_da_Vinci,Wasn't Leonardo da Vinci valued as an engineer?,no,,medium,S10_set6_a3,Leonardo_da_Vinci
Leonardo_da_Vinci,Wasn't Leonardo da Vinci born on April 15?,"yes, leonardo da vinci was born on april 15",,easy,S10_set6_a3,Leonardo_da_Vinci
Leonardo_da_Vinci,Who left Verroccio's studio?,leonardo da vinci left verroccio's studio,,medium,S10_set6_a3,Leonardo_da_Vinci
Leonardo_da_Vinci,"When did Baldassare Castiglione, author of Il Cortegiano ( "" The Courtier "" ), write?",1528,,hard,S10_set6_a3,Leonardo_da_Vinci
Leonardo_da_Vinci,When did he flee to Venice?,in 1499,,medium,S10_set6_a3,Leonardo_da_Vinci
Leonardo_da_Vinci,Was Leonardo a contemporary of Botticelli Domenico Ghirlandaio as well as Perugino?,"leonardo was a contemporary of botticelli, domenico ghirlandaio and perugino",,easy,S10_set6_a3,Leonardo_da_Vinci
Leonardo_da_Vinci,Is the larger work now almost universally attributed to Leonardo?,"although previously attributed to ghirlandaio, the larger work is now almost universally attributed to leonardo",,medium,S10_set6_a3,Leonardo_da_Vinci
Leonardo_da_Vinci,"Has Leonardo often been described as the archetype of the Renaissance man, a man whose unquenchable curiosity was equaled only by his powers of invention?",yes,,easy,S10_set6_a3,Leonardo_da_Vinci
Leonardo_da_Vinci,Is he widely considered to be one of the greatest painters of all time and perhaps the most diversely talented person ever to have lived?,yes,,easy,S10_set6_a3,Leonardo_da_Vinci
Leonardo_da_Vinci,"According to art historian Helen Gardner, were the scope and depth of his interests without precedent and ``his mind and personality seem to us superhuman, the man himself mysterious and remote''?",yes,,easy,S10_set6_a3,Leonardo_da_Vinci
Lobster,Are lobsters invertebrates?,yes,easy,easy,S10_set1_a5,Lobster
Lobster,Are lobsters kosher?,no,easy,easy,S10_set1_a5,Lobster
Lobster,Do lobsters have blue blood?,yes,easy,easy,S10_set1_a5,Lobster
Lobster,How many legs do lobsters have?,10,medium,medium,S10_set1_a5,Lobster
Lobster,Where are lobsters found?,in all oceans,medium,medium,S10_set1_a5,Lobster
Lobster,What is the mean level of mercury in American lobsters?,031 ppm,medium,medium,S10_set1_a5,Lobster
Lobster,Do lobsters feel pain?,yes,hard,medium,S10_set1_a5,Lobster
Lobster,Did the Moche people worship lobsters?,yes,hard,hard,S10_set1_a5,Lobster
Lobster,What is the caridoid escape reaction?,swimming backwards quickly by curling and uncurling their abdomen,hard,hard,S10_set1_a5,Lobster
Lyre,Were the recitations of the Ancient Greeks accompanied by lyre playing?,yes,easy,easy,S10_set2_a10,Lyre
Lyre,Does a classical lyre have a hollow body?,yes,easy,easy,S10_set2_a10,Lyre
Lyre,Is the lyre a stringed musical instrument?,yes,easy,easy,S10_set2_a10,Lyre
Lyre,Which constellation is said to resemble a lyre shape?,lyra,medium,medium,S10_set2_a10,Lyre
Lyre,How many raised arms are extending from the sound-chest of a classical lyre?,two,medium,medium,S10_set2_a10,Lyre
Lyre,What were the strings of a classical lyre made of?,gut,medium,hard,S10_set2_a10,Lyre
Lyre,Is the foot pedal framework for a piano called a lyre?,yes,hard,medium,S10_set2_a10,Lyre
Lyre,Where was the deepest note of the classical lyre in relation to the player's body?,it was farthest from the player's body,hard,medium,S10_set2_a10,Lyre
Lyre,Does a standard piano have fewer strings than a harp?,no,hard,hard,S10_set2_a10,Lyre
Malay_language,Is Malay the official language of Iraq?,no,easy,hard,S10_set5_a2,Malay_language
Malay_language,Could Malay have originated from Sumatra island?,yes,easy,hard,S10_set5_a2,Malay_language
Malay_language,Is Malay an agglutinative language?,yes,easy,easy,S10_set5_a2,Malay_language
Malay_language,What family is Malay a member of?,austronesian family,medium,medium,S10_set5_a2,Malay_language
Malay_language,What is the basic word order in Malay?,subject verb object,medium,medium,S10_set5_a2,Malay_language
Malay_language,What languages has Malay borrowed words from?,"sanskrit, arabic and english",medium,medium,S10_set5_a2,Malay_language
Malay_language,Are there many words in Malay that use natural gender?,no,hard,hard,S10_set5_a2,Malay_language
Malay_language,How are new words formed in Malay?,three methods,hard,too hard,S10_set5_a2,Malay_language
Malay_language,Is Malay in the Austronesian family of languages?,yes,easy,easy,S10_set5_a2,Malay_language
Malay_language,Is there one negation word in Malay?,no,easy,easy,S10_set5_a2,Malay_language
Malay_language,How many parts of speech are there in Malay?,four,medium,easy,S10_set5_a2,Malay_language
Malay_language,What is the national language in Malaysia?,malay ,medium,easy,S10_set5_a2,Malay_language
Malay_language,Do linguists consider Malay to be a single language?,no,hard,hard,S10_set5_a2,Malay_language
Malay_language,Can speakers of modern Malay understand Old Malay?,no,hard,hard,S10_set5_a2,Malay_language
Malay_language,What language besides Malay is in the Austronesia language family?,malagasy,hard,medium,S10_set5_a2,Malay_language
Malay_language,Wasn't Malay language found in Sumatra?,the malay language was found in sumatra,,easy,S10_set5_a2,Malay_language
Malay_language,Wasn't Malay language written using Pallava?,yes,,easy,S10_set5_a2,Malay_language
Malay_language,Was Malay language written using Pallava?,yes,,easy,S10_set5_a2,Malay_language
Malay_language,Had the language already been used as the lingua franca throughout the archipelago since the 15th century?,yes,,easy,S10_set5_a2,Malay_language
Malay_language,Do another distinguishing feature of Malay ( include Indonesian Malay )?,another distinguishing feature of malay (include indonesian malay) is its use of measure words (penjodoh bilangan),,medium,S10_set5_a2,Malay_language
Malay_language,Is Malay spoken as local dialect of ethnic Malays?,yes,,easy,S10_set5_a2,Malay_language
Malay_language,Give an example of the tributary states of the Majapahit kingdom in eastern Java. ,"""malayu"" is an example of the tributary states of the majapahit kingdom in eastern java",,too hard,S10_set5_a2,Malay_language
Malay_language,Is Malay the one of the most widely spoken languages in the world?,yes,,easy,S10_set5_a2,Malay_language
Malay_language,Was it derived from Latin?,yes,,hard,S10_set5_a2,Malay_language
Melbourne,Is Melbourne the capital and most populous city in the state of Victoria?,yes,easy,easy,S10_set3_a2,Melbourne
Melbourne,Is Melbourne home to Australia's busiest seaport?,yes,easy,easy,S10_set3_a2,Melbourne
Melbourne,Does Melbourne have a large international student community?,yes,easy,easy,S10_set3_a2,Melbourne
Melbourne,What is a resident of Melbourne known as?,melburnian,medium,medium,S10_set3_a2,Melbourne
Melbourne,When was Melbourne officially declared as a city?,1847,medium,medium,S10_set3_a2,Melbourne
Melbourne,How many sister cities does the City of Melbourne have?,six,medium,medium,S10_set3_a2,Melbourne
Melbourne,Where is Melbourne situated?,boundary of the very hot inland areas and the cold southern ocean,hard,too hard,S10_set3_a2,Melbourne
Melbourne,How many domestic tourists visit Melbourne?,76 million domestic visitors,hard,medium,S10_set3_a2,Melbourne
Melbourne,What religion holds majority in Melbourne?,christian,hard,hard,S10_set3_a2,Melbourne
Michael_Faraday,Did Albert Einstein keep a photograph of Faraday on his study wall?,"yes, albert einstein kept a photograph of faraday on his study wall",easy,easy,S10_set4_a7,Michael_Faraday
Michael_Faraday,Did Faraday marry Sarah Barnard?,"yes, faraday married sarah barnard",easy,easy,S10_set4_a7,Michael_Faraday
Michael_Faraday,Did Faraday also discover the laws of electrolysis?,"yes, faraday also discovered the laws of  electrolysis",easy,easy,S10_set4_a7,Michael_Faraday
Michael_Faraday,Who discovered benzene?,michael faraday discovered benzene,medium,medium,S10_set4_a7,Michael_Faraday
Michael_Faraday,Where was Michael Faraday born?,michael faraday was born in newington butts,medium,medium,S10_set4_a7,Michael_Faraday
Michael_Faraday,What is the Faraday effect?,the faraday effect is the phenomenon that the plane of polarisation of linearly polarised light can be rotated by the application of an external magnetic field aligned in the direction the light is moving,medium,too hard,S10_set4_a7,Michael_Faraday
Michael_Faraday,Did Faraday discover diamagnetism?,"yes, faraday discovered diamagnetism",hard,hard,S10_set4_a7,Michael_Faraday
Michael_Faraday,How many siblings did Faraday have?,faraday had three siblings,hard,hard,S10_set4_a7,Michael_Faraday
Michael_Faraday,Where is Michael Faraday buried?,michael faraday is buried in the dissenters' section of highgate cemetery,hard,hard,S10_set4_a7,Michael_Faraday
Michael_Faraday,Is faraday best known for his work with kinematics?,no,easy,easy,S10_set4_a7,Michael_Faraday
Michael_Faraday,was he active in the area now called environmental science?,yes,easy,easy,S10_set4_a7,Michael_Faraday
Michael_Faraday,did he discover benzene?,yes,easy,easy,S10_set4_a7,Michael_Faraday
Michael_Faraday,who was his mentor?,john 'mad jack' fuller,medium,medium,S10_set4_a7,Michael_Faraday
Michael_Faraday,Who was Faraday's wife?,sarah barnard,medium,hard,S10_set4_a7,Michael_Faraday
Michael_Faraday,did he advise the british government on the production of chemical weapons for use in the crimean war?,no,hard,hard,S10_set4_a7,Michael_Faraday
Michael_Faraday,did faraday have strong maritime interests?,yes,hard,easy,S10_set4_a7,Michael_Faraday
Michael_Faraday,does the charge reside on the interior of a charged conductor?,no,hard,easy,S10_set4_a7,Michael_Faraday
Michelangelo,Wasn't Michelangelo abstemious?,michelangelo was abstemious,,medium,S10_set6_a2,Michelangelo
Michelangelo,Wasn't Michelangelo a homosexual?,it is not clear,,too hard,S10_set6_a2,Michelangelo
Michelangelo,When did Filippo Strozzi sell it to Francis I?,in 1529,,medium,S10_set6_a2,Michelangelo
Michelangelo,When was his house demolished?,1874,,hard,S10_set6_a2,Michelangelo
Michelangelo,Was Michelangelos mother Francesca di Neri del Miniato di Siena?,yes,,easy,S10_set6_a2,Michelangelo
Michelangelo,Give an example of the most renowned works of the Renaissance. ,"the statue of david, completed by michelangelo in 1504",,medium,S10_set6_a2,Michelangelo
Michelangelo,Was Michelangelo's output in every field during his long life prodigious?,yes,,easy,S10_set6_a2,Michelangelo
Montreal,Is English the language most often spoken in Montreal?,the language most spoken at home in the city is french,easy,easy,S10_set3_a7,Montreal
Montreal,Is Montreal's economy the third largest of all cities in Canada?,"no, montreal's economy is the second largest of all cities in canada",easy,medium,S10_set3_a7,Montreal
Montreal,Is the most popular sport in Montreal ice hockey?,"yes, the most popular sport in montreal is ice hockey",easy,easy,S10_set3_a7,Montreal
Montreal,How many international airports does Montreal have?,montreal has two international airports,medium,easy,S10_set3_a7,Montreal
Montreal,Who is the Mayor of Montreal?,the mayor is gérald tremblay,medium,easy,S10_set3_a7,Montreal
Montreal,What is the name of the largest church in Montreal?,the largest church in montreal is named saint joseph's oratory,medium,hard,S10_set3_a7,Montreal
Montreal,Where was much of Montreal's industry during the late 19th and early-to-mid 20th century?,the sud-ouest borough was home to much of the city's industry during the late 19th and early-to-mid 20th century ,hard,easy,S10_set3_a7,Montreal
Montreal,Does Montreal contain the largest church in Canada?,yes,hard,hard,S10_set3_a7,Montreal
Montreal,What is the largest primarily French-speaking city in the western world?,paris is the largest primarily french-speaking city in the western world,hard,hard,S10_set3_a7,Montreal
Nairobi,Is Nairobi the capital of Kenya?,yes,easy,easy,S10_set3_a9,Nairobi
Nairobi,Was Nairobi founded in 1899?,yes,easy,easy,S10_set3_a9,Nairobi
Nairobi,Is the current estimated population of Nairobi about 6 milion?,no,easy,easy,S10_set3_a9,Nairobi
Nairobi,What is the current estimated population of Nairobi?,about 3 million,medium,medium,S10_set3_a9,Nairobi
Nairobi,In what year was Nairobi founded?,1899,medium,medium,S10_set3_a9,Nairobi
Nairobi,Which embassy in Nairobi was bombed in August 1998?,the united states embassy,medium,medium,S10_set3_a9,Nairobi
Nairobi,How many civilians died in the 1998 U.S. embassy bombing?,over two hundred,hard,hard,S10_set3_a9,Nairobi
Nairobi,How many trades can the NSE make per day?,10 million trades,hard,medium,S10_set3_a9,Nairobi
Nairobi,About how many people are estimated to live in Nairobi?,3 million,hard,hard,S10_set3_a9,Nairobi
Nairobi,The district is bordered to the southwest by Uhuru Park and where?,central park,,medium,S10_set3_a9,Nairobi
Nairobi,When did the Catholic University of Eastern Africa which obtain its Letter of Interim Authority?,in 1989,,medium,S10_set3_a9,Nairobi
Nairobi,Is Central Park adjacent to Uhuru Park?,central park is adjacent to uhuru park,,easy,S10_set3_a9,Nairobi
Nairobi,Give an example of the highest growth rates of any city in Africa. ," the growth rate of nairobi is currently 69%,  an example of the highest growth rates of any city in africa",,hard,S10_set3_a9,Nairobi
Nairobi,Give an example of the most prominent cities in Africa politically and financially. ,nairobi is now one of the most prominent cities in africa politically and financially,,medium,S10_set3_a9,Nairobi
Nairobi,Is Nairobi not the capital as well as largest city of Kenya?,nairobi is the capital and largest city of kenya,,medium,S10_set3_a9,Nairobi
Nairobi,Does the city and its surrounding area also form the Nairobi Province?,yes,,easy,S10_set3_a9,Nairobi
Nairobi,"Does the name ``Nairobi'' come from the Maasai phrase Enkare Nyirobi, which translates to ``the place of cool waters''?",yes,,easy,S10_set3_a9,Nairobi
Nikola_Tesla,Did Nikola Tesla die alone?,nikola tesla died alone,easy,easy,S10_set4_a3,Nikola_Tesla
Nikola_Tesla,Was Nikola Tesla close friends with Mark Twain?,nikola tesla was close friends with mark twain,easy,medium,S10_set4_a3,Nikola_Tesla
Nikola_Tesla,Did Nikola Tesla use a technique called picture thinking?,nikola tesla used a technique called picture thinking,easy,easy,S10_set4_a3,Nikola_Tesla
Nikola_Tesla,When did Nikola Tesla appear on the cover of Time Magazine?,"on tesla's 75th birthday in 1931, time magazine put him on its cover",medium,hard,S10_set4_a3,Nikola_Tesla
Nikola_Tesla,Who became adversaries with Nikola Tesla?,nikola tesla became adversaries with edison,medium,easy,S10_set4_a3,Nikola_Tesla
Nikola_Tesla,Where did Nikola Tesla move to in 1880?,"in 1880, nikola tesla moved to budapest",medium,easy,S10_set4_a3,Nikola_Tesla
Nikola_Tesla,Was Nikola Tesla's mother illiterate?,nikola tesla's mother never learned to read,hard,hard,S10_set4_a3,Nikola_Tesla
Nikola_Tesla,How many siblings did Nikola Tesla have?,nikola tesla had four siblings,hard,hard,S10_set4_a3,Nikola_Tesla
